Item_Identifier,i_weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,O_Size
FDW38,5.325,Regular,0.138008431,Dairy,54.8298,OUT027,1985,Tier 3,Supermarket Type3,1348.245,Medium
FDW39,6.69,Regular,0.036731658,Meat,177.237,OUT027,1985,Tier 3,Supermarket Type3,4763.799,Medium
FDW45,18,Low Fat,0.038822077,Snack Foods,147.7418,OUT027,1985,Tier 3,Supermarket Type3,1618.5598,Medium
FDW48,18,Low Fat,0.008499464,Baking Goods,81.3618,OUT027,1985,Tier 3,Supermarket Type3,1530.6742,Medium
FDW49,19.5,Low Fat,0.082152451,Canned,179.9002,OUT027,1985,Tier 3,Supermarket Type3,4119.3046,Medium
FDW51,6.155,Regular,0.094201477,Meat,213.356,OUT027,1985,Tier 3,Supermarket Type3,6817.792,Medium
FDW52,14,Regular,0.037340835,Frozen Foods,163.1526,OUT027,1985,Tier 3,Supermarket Type3,3946.8624,Medium
FDW55,12.6,Regular,0.021863506,Fruits and Vegetables,247.0092,OUT027,1985,Tier 3,Supermarket Type3,5478.2024,Medium
FDW56,7.68,Low Fat,0.070556945,Fruits and Vegetables,191.2162,OUT027,1985,Tier 3,Supermarket Type3,7504.2318,Medium
FDW60,5.44,Regular,0.016979326,Baking Goods,177.037,OUT027,1985,Tier 3,Supermarket Type3,3352.303,Medium
FDX01,10.1,Low Fat,0.024047319,Canned,115.515,OUT027,1985,Tier 3,Supermarket Type3,1980.755,Medium
FDX03,15.85,Regular,0.060800116,Meat,44.4744,OUT027,1985,Tier 3,Supermarket Type3,769.6648,Medium
FDX04,19.6,Regular,0.041370245,Frozen Foods,46.2376,OUT027,1985,Tier 3,Supermarket Type3,814.9392,Medium
FDX07,19.2,Regular,0.022807826,Fruits and Vegetables,183.495,OUT027,1985,Tier 3,Supermarket Type3,4577.375,Medium
FDX09,9,Low Fat,0.064933297,Snack Foods,174.837,OUT027,1985,Tier 3,Supermarket Type3,4763.799,Medium
FDX10,6.385,Regular,0.123111453,Snack Foods,36.9874,OUT027,1985,Tier 3,Supermarket Type3,388.1614,Medium
FDX13,7.725,Low Fat,0.047551568,Canned,249.1092,OUT027,1985,Tier 3,Supermarket Type3,8217.3036,Medium
FDX15,17.2,Low Fat,0.155541973,Meat,159.7578,OUT027,1985,Tier 3,Supermarket Type3,641.8312,Medium
FDX20,7.365,Low Fat,0.042354152,Fruits and Vegetables,227.272,OUT027,1985,Tier 3,Supermarket Type3,7017.532,Medium
FDX21,7.05,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,1985,Tier 3,Supermarket Type3,2074.6328,Medium
FDX24,8.355,Low Fat,0.013861607,Baking Goods,94.4462,OUT027,1985,Tier 3,Supermarket Type3,2036.0164,Medium
FDX25,16.7,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Tier 3,Supermarket Type3,3101.2964,Medium
FDX26,17.7,Low Fat,0.087383304,Dairy,180.4292,OUT027,1985,Tier 3,Supermarket Type3,4013.4424,Medium
FDX28,6.325,Low Fat,0,Frozen Foods,100.7042,OUT027,1985,Tier 3,Supermarket Type3,3174.5344,Medium
FDX31,20.35,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,1985,Tier 3,Supermarket Type3,5375.0034,Medium
FDX33,9.195,Regular,0.116915909,Snack Foods,159.4578,OUT027,1985,Tier 3,Supermarket Type3,4974.1918,Medium
FDX34,6.195,Low Fat,0.071636937,Snack Foods,121.7098,OUT027,1985,Tier 3,Supermarket Type3,4097.3332,Medium
FDX37,16.2,Low Fat,0.062724117,Canned,100.57,OUT027,1985,Tier 3,Supermarket Type3,5093.37,Medium
FDX39,14.3,Regular,0.049435598,Meat,209.7586,OUT027,1985,Tier 3,Supermarket Type3,5487.5236,Medium
FDX44,9.3,Low Fat,0.042758477,Fruits and Vegetables,88.4172,OUT027,1985,Tier 3,Supermarket Type3,2051.9956,Medium
FDX45,16.75,Low Fat,0.104348025,Snack Foods,156.263,OUT027,1985,Tier 3,Supermarket Type3,4850.353,Medium
FDX46,12.3,Regular,0.057835325,Snack Foods,57.5562,OUT027,1985,Tier 3,Supermarket Type3,2548.0166,Medium
FDX47,6.55,Regular,0.03443677,Breads,156.5288,OUT027,1985,Tier 3,Supermarket Type3,4870.9928,Medium
FDX49,4.615,Regular,0.101338651,Canned,232.63,OUT027,1985,Tier 3,Supermarket Type3,5359.69,Medium
FDX50,20.1,Low Fat,0.074265816,Dairy,109.5228,OUT027,1985,Tier 3,Supermarket Type3,3757.7752,Medium
FDX56,17.1,Regular,0.073700837,Fruits and Vegetables,207.1638,OUT027,1985,Tier 3,Supermarket Type3,7247.233,Medium
FDX57,17.25,Regular,0.047037323,Snack Foods,96.4068,OUT027,1985,Tier 3,Supermarket Type3,2624.5836,Medium
FDX58,13.15,Low Fat,0.043551753,Snack Foods,184.495,OUT027,1985,Tier 3,Supermarket Type3,7873.085,Medium
FDX59,10.195,Low Fat,0.0514111,Breads,33.0558,OUT027,1985,Tier 3,Supermarket Type3,984.7182,Medium
FDX60,14.35,Low Fat,0.080203852,Baking Goods,77.996,OUT027,1985,Tier 3,Supermarket Type3,2716.464,Medium
FDY02,8.945,Regular,0.087221497,Dairy,263.991,OUT027,1985,Tier 3,Supermarket Type3,9467.676,Medium
FDY03,17.6,Regular,0.075753207,Meat,111.1202,OUT027,1985,Tier 3,Supermarket Type3,3150.5656,Medium
FDY04,17.7,Regular,0.042270751,Frozen Foods,162.521,OUT027,1985,Tier 3,Supermarket Type3,4567.388,Medium
FDY07,11.8,Low Fat,0,Fruits and Vegetables,45.9402,OUT027,1985,Tier 3,Supermarket Type3,872.8638,Medium
FDY08,9.395,Regular,0.170246782,Fruits and Vegetables,141.5838,OUT027,1985,Tier 3,Supermarket Type3,3231.1274,Medium
FDY10,17.6,Low Fat,0.048830264,Snack Foods,113.1176,OUT027,1985,Tier 3,Supermarket Type3,2404.8696,Medium
FDY15,18.25,Regular,0.170000805,Dairy,155.963,OUT027,1985,Tier 3,Supermarket Type3,4537.427,Medium
FDY16,18.35,Regular,0.091780142,Frozen Foods,182.5266,OUT027,1985,Tier 3,Supermarket Type3,6454.931,Medium
FDY21,15.1,Low Fat,0.172641213,Snack Foods,195.111,OUT027,1985,Tier 3,Supermarket Type3,5303.097,Medium
FDY25,12,Low Fat,0.033809913,Canned,180.5976,OUT027,1985,Tier 3,Supermarket Type3,7968.2944,Medium
FDY26,20.6,Regular,0.030362777,Dairy,210.5244,OUT027,1985,Tier 3,Supermarket Type3,6775.1808,Medium
FDY27,6.38,Low Fat,0.031743707,Dairy,179.1344,OUT027,1985,Tier 3,Supermarket Type3,1605.9096,Medium
FDY31,5.98,Low Fat,0.043351896,Fruits and Vegetables,146.6418,OUT027,1985,Tier 3,Supermarket Type3,4414.254,Medium
FDY33,14.5,Regular,0.096730427,Snack Foods,159.0262,OUT027,1985,Tier 3,Supermarket Type3,5887.6694,Medium
FDY34,10.5,Regular,0.010928678,Snack Foods,167.0842,OUT027,1985,Tier 3,Supermarket Type3,6465.5838,Medium
FDY35,17.6,Regular,0.015950066,Breads,47.7402,OUT027,1985,Tier 3,Supermarket Type3,1975.4286,Medium
FDY36,12.3,Low Fat,0.009364957,Baking Goods,74.238,OUT027,1985,Tier 3,Supermarket Type3,1171.808,Medium
FDY37,17,Regular,0.026440214,Canned,143.647,OUT027,1985,Tier 3,Supermarket Type3,2862.94,Medium
FDY39,5.305,Regular,0,Meat,182.0608,OUT027,1985,Tier 3,Supermarket Type3,7717.9536,Medium
FDY44,14.15,Regular,0.024286378,Fruits and Vegetables,194.711,OUT027,1985,Tier 3,Supermarket Type3,5892.33,Medium
FDY45,17.5,Low Fat,0.026015519,Snack Foods,255.8356,OUT027,1985,Tier 3,Supermarket Type3,2543.356,Medium
FDY46,18.6,Low Fat,0.04765803,Snack Foods,188.3898,OUT027,1985,Tier 3,Supermarket Type3,5238.5144,Medium
FDY47,8.6,Regular,0.054220618,Breads,129.131,OUT027,1985,Tier 3,Supermarket Type3,4933.578,Medium
FDY49,17.2,Regular,0.011953902,Canned,164.5184,OUT027,1985,Tier 3,Supermarket Type3,2807.0128,Medium
FDY50,5.8,Low Fat,0.130321652,Dairy,88.7172,OUT027,1985,Tier 3,Supermarket Type3,3301.0364,Medium
FDY51,12.5,Low Fat,0.080741927,Meat,220.8798,OUT027,1985,Tier 3,Supermarket Type3,6170.6344,Medium
FDY55,16.75,Low Fat,0,Fruits and Vegetables,255.7988,OUT027,1985,Tier 3,Supermarket Type3,9251.9568,Medium
FDY56,16.35,Regular,0.062109174,Fruits and Vegetables,223.7062,OUT027,1985,Tier 3,Supermarket Type3,4965.5364,Medium
FDY59,8.195,Low Fat,0.031251369,Baking Goods,93.3462,OUT027,1985,Tier 3,Supermarket Type3,1018.0082,Medium
FDY60,10.5,Regular,0.02624324,Baking Goods,143.8128,OUT027,1985,Tier 3,Supermarket Type3,4458.1968,Medium
FDZ01,8.975,Regular,0.009014978,Canned,102.699,OUT027,1985,Tier 3,Supermarket Type3,3095.97,Medium
FDZ02,6.905,Regular,0.037962696,Dairy,97.5726,OUT027,1985,Tier 3,Supermarket Type3,978.726,Medium
FDZ07,15.1,Regular,0,Fruits and Vegetables,60.2194,OUT027,1985,Tier 3,Supermarket Type3,1733.7432,Medium
FDZ08,12.5,Regular,0.109459733,Fruits and Vegetables,84.1592,OUT027,1985,Tier 3,Supermarket Type3,1320.9472,Medium
FDZ10,17.85,Low Fat,0.044248175,Snack Foods,126.202,OUT027,1985,Tier 3,Supermarket Type3,3668.558,Medium
FDZ14,7.71,Regular,0.047358246,Dairy,123.1756,OUT027,1985,Tier 3,Supermarket Type3,3998.7948,Medium
FDZ15,13.1,Low Fat,0.020769677,Dairy,117.5782,OUT027,1985,Tier 3,Supermarket Type3,2741.0986,Medium
FDZ16,16.85,Regular,0.159081735,Frozen Foods,193.5478,OUT027,1985,Tier 3,Supermarket Type3,4649.9472,Medium
FDZ19,6.425,Low Fat,0.093002339,Fruits and Vegetables,177.7712,OUT027,1985,Tier 3,Supermarket Type3,4921.5936,Medium
FDZ20,16.1,Low Fat,0,Fruits and Vegetables,253.0356,OUT027,1985,Tier 3,Supermarket Type3,11445.102,Medium
FDZ21,17.6,Regular,0.039031927,Snack Foods,95.641,OUT027,1985,Tier 3,Supermarket Type3,1737.738,Medium
FDZ22,9.395,Low Fat,0.045050674,Snack Foods,84.925,OUT027,1985,Tier 3,Supermarket Type3,1747.725,Medium
FDZ23,17.75,Regular,0.067175915,Baking Goods,187.124,OUT027,1985,Tier 3,Supermarket Type3,3728.48,Medium
FDZ25,15.7,Regular,0.02748331,Canned,169.379,OUT027,1985,Tier 3,Supermarket Type3,5602.707,Medium
FDZ26,11.6,Regular,0.143319995,Dairy,237.5222,OUT027,1985,Tier 3,Supermarket Type3,7170.666,Medium
FDZ31,15.35,Regular,0.112668963,Fruits and Vegetables,191.0504,OUT027,1985,Tier 3,Supermarket Type3,5752.512,Medium
FDZ33,10.195,Low Fat,0.106876976,Snack Foods,146.7076,OUT027,1985,Tier 3,Supermarket Type3,3842.9976,Medium
FDZ35,9.6,Regular,0.022170592,Breads,105.199,OUT027,1985,Tier 3,Supermarket Type3,3199.169,Medium
FDZ37,8.1,Regular,0.019672774,Canned,86.4198,OUT027,1985,Tier 3,Supermarket Type3,1918.8356,Medium
FDZ38,17.6,Low Fat,0.007962273,Dairy,174.0422,OUT027,1985,Tier 3,Supermarket Type3,5173.266,Medium
FDZ39,19.7,Regular,0.017937483,Meat,103.499,OUT027,1985,Tier 3,Supermarket Type3,1547.985,Medium
FDZ40,8.935,Low Fat,0.039988162,Frozen Foods,55.7298,OUT027,1985,Tier 3,Supermarket Type3,1024.6662,Medium
FDZ43,11,Regular,0.056782237,Fruits and Vegetables,241.2512,OUT027,1985,Tier 3,Supermarket Type3,8239.9408,Medium
FDZ47,20.7,Regular,0.078912473,Baking Goods,99.9042,OUT027,1985,Tier 3,Supermarket Type3,3273.7386,Medium
FDZ49,11,Regular,0.132500853,Canned,220.3798,OUT027,1985,Tier 3,Supermarket Type3,5289.1152,Medium
FDZ50,12.8,Regular,0,Dairy,184.2608,OUT027,1985,Tier 3,Supermarket Type3,6064.1064,Medium
FDZ51,11.3,Regular,0.054288646,Meat,96.6094,OUT027,1985,Tier 3,Supermarket Type3,2189.8162,Medium
FDZ52,19.2,Low Fat,0.099589909,Frozen Foods,109.1886,OUT027,1985,Tier 3,Supermarket Type3,4225.1668,Medium
FDZ55,6.055,Low Fat,0.02528566,Fruits and Vegetables,158.792,OUT027,1985,Tier 3,Supermarket Type3,4474.176,Medium
FDZ56,16.25,Low Fat,0.025612348,Fruits and Vegetables,168.2474,OUT027,1985,Tier 3,Supermarket Type3,3200.5006,Medium
FDZ58,17.85,Low Fat,0.051924192,Snack Foods,121.0072,OUT027,1985,Tier 3,Supermarket Type3,2940.1728,Medium
FDZ59,6.63,Regular,0.103517853,Baking Goods,164.95,OUT027,1985,Tier 3,Supermarket Type3,4161.25,Medium
FDZ60,20.5,Low Fat,0.118783796,Baking Goods,108.5596,OUT027,1985,Tier 3,Supermarket Type3,1725.7536,Medium
NCA06,20.5,Low Fat,0.142589751,Household,35.919,OUT027,1985,Tier 3,Supermarket Type3,585.904,Medium
NCA42,6.965,Low Fat,0.028410335,Household,158.0604,OUT027,1985,Tier 3,Supermarket Type3,4595.3516,Medium
NCB06,17.6,Low Fat,0.081933378,Health and Hygiene,161.492,OUT027,1985,Tier 3,Supermarket Type3,6391.68,Medium
NCB07,19.2,Low Fat,0.077132215,Household,197.411,OUT027,1985,Tier 3,Supermarket Type3,5892.33,Medium
NCB18,19.6,Low Fat,0.041091215,Household,89.5514,OUT027,1985,Tier 3,Supermarket Type3,3364.9532,Medium
NCB19,6.525,Low Fat,0.089858447,Household,84.5882,OUT027,1985,Tier 3,Supermarket Type3,2061.3168,Medium
NCB30,14.6,Low Fat,0.025578526,Household,198.8084,OUT027,1985,Tier 3,Supermarket Type3,5555.4352,Medium
NCB31,6.235,Low Fat,0.118099673,Household,262.891,OUT027,1985,Tier 3,Supermarket Type3,5522.811,Medium
NCB42,11.8,Low Fat,0.008519718,Health and Hygiene,116.9492,OUT027,1985,Tier 3,Supermarket Type3,2780.3808,Medium
NCB43,20.2,Low Fat,0.099428487,Household,187.8898,OUT027,1985,Tier 3,Supermarket Type3,7296.5022,Medium
NCC07,19.6,Low Fat,0.023835164,Household,103.3964,OUT027,1985,Tier 3,Supermarket Type3,3050.6956,Medium
NCC18,19.1,Low Fat,0.176411579,Household,173.2422,OUT027,1985,Tier 3,Supermarket Type3,2069.3064,Medium
NCC19,6.57,Low Fat,0.096411426,Household,192.982,OUT027,1985,Tier 3,Supermarket Type3,4633.968,Medium
NCD18,16,Low Fat,0.072317217,Household,230.2668,OUT027,1985,Tier 3,Supermarket Type3,8062.838,Medium
NCD30,19.7,Low Fat,0,Household,98.1726,OUT027,1985,Tier 3,Supermarket Type3,978.726,Medium
NCD31,12.1,Low Fat,0.015359722,Household,163.7526,OUT027,1985,Tier 3,Supermarket Type3,1973.4312,Medium
NCD42,16.5,Low Fat,0,Health and Hygiene,37.3506,OUT027,1985,Tier 3,Supermarket Type3,1024.6662,Medium
NCD54,21.1,Low Fat,0.028868467,Household,146.3786,OUT027,1985,Tier 3,Supermarket Type3,5056.751,Medium
NCD55,14,Low Fat,0.024213354,Household,42.4454,OUT027,1985,Tier 3,Supermarket Type3,293.6178,Medium
NCE06,5.825,Low Fat,0.091042211,Household,162.6894,OUT027,1985,Tier 3,Supermarket Type3,2588.6304,Medium
NCE07,8.18,Low Fat,0.013066448,Household,140.9154,OUT027,1985,Tier 3,Supermarket Type3,2127.231,Medium
NCE19,8.97,Low Fat,0.092564193,Household,53.4956,OUT027,1985,Tier 3,Supermarket Type3,2129.2284,Medium
NCE31,7.67,Low Fat,0.183948465,Household,33.6216,OUT027,1985,Tier 3,Supermarket Type3,934.7832,Medium
NCE42,21.1,Low Fat,0.01055095,Household,234.9958,OUT027,1985,Tier 3,Supermarket Type3,13086.9648,Medium
NCE43,12.5,Low Fat,0.102941345,Household,171.2448,OUT027,1985,Tier 3,Supermarket Type3,4602.0096,Medium
NCE54,20.7,Low Fat,0.026769592,Household,77.0354,OUT027,1985,Tier 3,Supermarket Type3,2332.2974,Medium
NCE55,8.92,Low Fat,0.12929931,Household,178.237,OUT027,1985,Tier 3,Supermarket Type3,7939.665,Medium
NCF07,9,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Tier 3,Supermarket Type3,2125.2336,Medium
NCF18,18.35,Low Fat,0.088551694,Household,191.5504,OUT027,1985,Tier 3,Supermarket Type3,5944.2624,Medium
NCF19,13,Low Fat,0.034938717,Household,49.0034,OUT027,1985,Tier 3,Supermarket Type3,826.2578,Medium
NCF42,17.35,Low Fat,0.166572501,Household,176.1712,OUT027,1985,Tier 3,Supermarket Type3,3691.1952,Medium
NCG06,16.35,Low Fat,0.02930277,Household,256.1646,OUT027,1985,Tier 3,Supermarket Type3,5926.2858,Medium
NCG07,12.3,Low Fat,0.052247806,Household,190.853,OUT027,1985,Tier 3,Supermarket Type3,4554.072,Medium
NCG18,15.3,Low Fat,0.02286663,Household,102.8332,OUT027,1985,Tier 3,Supermarket Type3,2768.3964,Medium
NCG30,20.2,Low Fat,0.111777297,Household,124.6046,OUT027,1985,Tier 3,Supermarket Type3,2863.6058,Medium
NCG43,20.2,Low Fat,0.073879939,Household,94.0462,OUT027,1985,Tier 3,Supermarket Type3,1850.924,Medium
NCG54,12.1,Low Fat,0.079419801,Household,172.3106,OUT027,1985,Tier 3,Supermarket Type3,5475.5392,Medium
NCH06,12.3,Low Fat,0.076183667,Household,245.646,OUT027,1985,Tier 3,Supermarket Type3,3695.19,Medium
NCH18,9.3,Low Fat,0.044444956,Household,245.2802,OUT027,1985,Tier 3,Supermarket Type3,10072.8882,Medium
NCH30,17.1,Low Fat,0.066828857,Household,114.186,OUT027,1985,Tier 3,Supermarket Type3,1924.162,Medium
NCH42,6.86,Low Fat,0.036360386,Household,231.601,OUT027,1985,Tier 3,Supermarket Type3,7580.133,Medium
NCH54,13.5,Low Fat,0.072317217,Household,160.792,OUT027,1985,Tier 3,Supermarket Type3,3675.216,Medium
NCH55,16.35,Low Fat,0.034504414,Household,125.202,OUT027,1985,Tier 3,Supermarket Type3,2783.044,Medium
NCI17,8.645,Low Fat,0.142728113,Health and Hygiene,95.141,OUT027,1985,Tier 3,Supermarket Type3,2510.066,Medium
NCI18,18.35,Low Fat,0.013956116,Household,222.3746,OUT027,1985,Tier 3,Supermarket Type3,5609.365,Medium
NCI29,8.6,Low Fat,0.032463574,Health and Hygiene,139.9154,OUT027,1985,Tier 3,Supermarket Type3,4963.539,Medium
NCI31,20,Low Fat,0.080933328,Others,37.519,OUT027,1985,Tier 3,Supermarket Type3,842.237,Medium
NCI42,18.75,Low Fat,0.01031535,Household,208.4954,OUT027,1985,Tier 3,Supermarket Type3,3751.1172,Medium
NCI43,19.85,Low Fat,0.025842951,Household,48.6376,OUT027,1985,Tier 3,Supermarket Type3,1677.816,Medium
NCI54,15.2,Low Fat,0.033436336,Household,107.3912,OUT027,1985,Tier 3,Supermarket Type3,3057.3536,Medium
NCI55,18.6,Low Fat,0.012592289,Household,123.3414,OUT027,1985,Tier 3,Supermarket Type3,4751.8146,Medium
NCJ05,18.7,Low Fat,0.045865089,Health and Hygiene,152.3682,OUT027,1985,Tier 3,Supermarket Type3,2287.023,Medium
NCJ18,12.35,Low Fat,0.163148041,Household,116.6124,OUT027,1985,Tier 3,Supermarket Type3,3199.8348,Medium
NCJ19,18.6,Low Fat,0.117607719,Others,55.2588,OUT027,1985,Tier 3,Supermarket Type3,2748.4224,Medium
NCJ29,10.6,Low Fat,0.035022503,Health and Hygiene,85.1224,OUT027,1985,Tier 3,Supermarket Type3,2045.3376,Medium
NCJ30,5.82,Low Fat,0.080249973,Household,168.679,OUT027,1985,Tier 3,Supermarket Type3,4923.591,Medium
NCJ31,19.2,Low Fat,0.181769264,Others,240.6196,OUT027,1985,Tier 3,Supermarket Type3,4579.3724,Medium
NCJ42,19.75,Low Fat,0.014232071,Household,100.9332,OUT027,1985,Tier 3,Supermarket Type3,1743.0644,Medium
NCJ43,6.635,Low Fat,0.026938317,Household,174.1396,OUT027,1985,Tier 3,Supermarket Type3,4012.1108,Medium
NCJ54,9.895,Low Fat,0.059776237,Household,231.7642,OUT027,1985,Tier 3,Supermarket Type3,5344.3766,Medium
NCK05,20.1,Low Fat,0.077079177,Health and Hygiene,61.5536,OUT027,1985,Tier 3,Supermarket Type3,918.804,Medium
NCK06,5.03,Low Fat,0.008604657,Household,123.1756,OUT027,1985,Tier 3,Supermarket Type3,1211.756,Medium
NCK17,11,Low Fat,0.037711338,Health and Hygiene,41.548,OUT027,1985,Tier 3,Supermarket Type3,1358.232,Medium
NCK18,9.6,Low Fat,0.006665667,Household,164.1184,OUT027,1985,Tier 3,Supermarket Type3,3797.7232,Medium
NCK29,5.615,Low Fat,0,Health and Hygiene,125.173,OUT027,1985,Tier 3,Supermarket Type3,3572.017,Medium
NCK31,10.895,Low Fat,0.026916794,Others,50.9666,OUT027,1985,Tier 3,Supermarket Type3,717.7324,Medium
NCK42,7.475,Low Fat,0.013056494,Household,215.9192,OUT027,1985,Tier 3,Supermarket Type3,7334.4528,Medium
NCK53,11.6,Low Fat,0,Health and Hygiene,100.8042,OUT027,1985,Tier 3,Supermarket Type3,3472.147,Medium
NCK54,12.15,Low Fat,0.029380407,Household,114.715,OUT027,1985,Tier 3,Supermarket Type3,1864.24,Medium
NCL05,19.6,Low Fat,0.047665717,Health and Hygiene,42.177,OUT027,1985,Tier 3,Supermarket Type3,1255.033,Medium
NCL07,13.85,Low Fat,0.0311868,Others,39.548,OUT027,1985,Tier 3,Supermarket Type3,759.012,Medium
NCL29,9.695,Low Fat,0.113387677,Health and Hygiene,156.9604,OUT027,1985,Tier 3,Supermarket Type3,1584.604,Medium
NCL30,18.1,Low Fat,0.048703432,Household,125.9336,OUT027,1985,Tier 3,Supermarket Type3,7158.6816,Medium
NCL31,7.39,Low Fat,0.119698523,Others,143.047,OUT027,1985,Tier 3,Supermarket Type3,3578.675,Medium
NCL53,7.5,Low Fat,0,Health and Hygiene,175.4028,OUT027,1985,Tier 3,Supermarket Type3,6729.9064,Medium
NCL54,12.6,Low Fat,0.082353076,Household,176.9054,OUT027,1985,Tier 3,Supermarket Type3,4202.5296,Medium
NCM05,6.825,Low Fat,0.059557164,Health and Hygiene,263.7226,OUT027,1985,Tier 3,Supermarket Type3,6872.3876,Medium
NCM06,7.475,Low Fat,0.075361182,Household,155.6656,OUT027,1985,Tier 3,Supermarket Type3,3243.7776,Medium
NCM07,9.395,Low Fat,0.03976832,Others,83.9908,OUT027,1985,Tier 3,Supermarket Type3,2348.9424,Medium
NCM17,7.93,Low Fat,0.070791391,Health and Hygiene,46.4086,OUT027,1985,Tier 3,Supermarket Type3,2007.387,Medium
NCM18,13,Low Fat,0.082440705,Household,61.3194,OUT027,1985,Tier 3,Supermarket Type3,2043.3402,Medium
NCM19,12.65,Low Fat,0.047008497,Others,112.0202,OUT027,1985,Tier 3,Supermarket Type3,5063.409,Medium
NCM29,11.5,Low Fat,0.017556795,Health and Hygiene,129.9626,OUT027,1985,Tier 3,Supermarket Type3,3410.2276,Medium
NCM30,19.1,Low Fat,0.066969525,Household,39.2796,OUT027,1985,Tier 3,Supermarket Type3,701.7532,Medium
NCM43,14.5,Low Fat,0.01938106,Others,164.321,OUT027,1985,Tier 3,Supermarket Type3,5546.114,Medium
NCM54,17.7,Low Fat,0.050692386,Household,125.6678,OUT027,1985,Tier 3,Supermarket Type3,4832.3764,Medium
NCN14,19.1,Low Fat,0.09147267,Others,184.6608,OUT027,1985,Tier 3,Supermarket Type3,2756.412,Medium
NCN18,8.895,Low Fat,0.124110734,Household,111.7544,OUT027,1985,Tier 3,Supermarket Type3,4138.6128,Medium
NCN30,16.35,Low Fat,0.016910914,Household,96.641,OUT027,1985,Tier 3,Supermarket Type3,1544.656,Medium
NCN42,20.25,Low Fat,0.014153743,Household,145.6418,OUT027,1985,Tier 3,Supermarket Type3,3825.6868,Medium
NCN43,12.15,Low Fat,0.006727008,Others,125.173,OUT027,1985,Tier 3,Supermarket Type3,3202.498,Medium
NCN53,5.175,Low Fat,0.030208465,Health and Hygiene,35.4874,OUT027,1985,Tier 3,Supermarket Type3,1693.7952,Medium
NCO02,11.15,Low Fat,0.073012871,Others,67.5142,OUT027,1985,Tier 3,Supermarket Type3,2306.997,Medium
NCO05,7.27,Low Fat,0.046333982,Health and Hygiene,97.2384,OUT027,1985,Tier 3,Supermarket Type3,2660.5368,Medium
NCO06,19.25,Low Fat,0.107507291,Household,34.8558,OUT027,1985,Tier 3,Supermarket Type3,441.4254,Medium
NCO14,9.6,Low Fat,0.029500321,Household,46.2086,OUT027,1985,Tier 3,Supermarket Type3,802.9548,Medium
NCO17,10,Low Fat,0.073024401,Health and Hygiene,121.844,OUT027,1985,Tier 3,Supermarket Type3,3115.944,Medium
NCO29,11.15,Low Fat,0.032099989,Health and Hygiene,164.1526,OUT027,1985,Tier 3,Supermarket Type3,2960.1468,Medium
NCO41,12.5,Low Fat,0.018757586,Health and Hygiene,96.9384,OUT027,1985,Tier 3,Supermarket Type3,2167.8448,Medium
NCO42,21.25,Low Fat,0.024536199,Household,144.6102,OUT027,1985,Tier 3,Supermarket Type3,3791.0652,Medium
NCO53,16.2,Low Fat,0.174336148,Health and Hygiene,184.0608,OUT027,1985,Tier 3,Supermarket Type3,6431.628,Medium
NCO54,19.5,Low Fat,0.014205168,Household,56.7614,OUT027,1985,Tier 3,Supermarket Type3,2486.763,Medium
NCO55,12.8,Low Fat,0.090596378,Others,106.6938,OUT027,1985,Tier 3,Supermarket Type3,2251.0698,Medium
NCP02,7.105,Low Fat,0.044591774,Household,59.6562,OUT027,1985,Tier 3,Supermarket Type3,2192.4794,Medium
NCP05,19.6,Low Fat,0.025164132,Health and Hygiene,152.6024,OUT027,1985,Tier 3,Supermarket Type3,6072.096,Medium
NCP06,20.7,Low Fat,0.039055756,Household,152.3366,OUT027,1985,Tier 3,Supermarket Type3,2115.9124,Medium
NCP17,19.35,Low Fat,0.027580163,Health and Hygiene,62.2168,OUT027,1985,Tier 3,Supermarket Type3,1661.8368,Medium
NCP18,12.15,Low Fat,0.028459761,Household,149.9708,OUT027,1985,Tier 3,Supermarket Type3,4363.6532,Medium
NCP29,8.42,Low Fat,0,Health and Hygiene,64.2168,OUT027,1985,Tier 3,Supermarket Type3,1278.336,Medium
NCP30,20.5,Low Fat,0.032610007,Household,37.4822,OUT027,1985,Tier 3,Supermarket Type3,942.7728,Medium
NCP50,17.35,Low Fat,0.020460284,Others,81.7618,OUT027,1985,Tier 3,Supermarket Type3,2175.1686,Medium
NCP53,14.75,Low Fat,0.032731074,Health and Hygiene,235.6906,OUT027,1985,Tier 3,Supermarket Type3,5704.5744,Medium
NCQ05,11.395,Low Fat,0,Health and Hygiene,152.0708,OUT027,1985,Tier 3,Supermarket Type3,2106.5912,Medium
NCQ06,13,Low Fat,0.041621987,Household,253.6014,OUT027,1985,Tier 3,Supermarket Type3,6630.0364,Medium
NCQ17,10.3,Low Fat,0.116366304,Health and Hygiene,158.363,OUT027,1985,Tier 3,Supermarket Type3,4068.038,Medium
NCQ18,15.75,Low Fat,0.134418705,Household,99.67,OUT027,1985,Tier 3,Supermarket Type3,2596.62,Medium
NCQ41,14.8,Low Fat,0.019386057,Health and Hygiene,194.5794,OUT027,1985,Tier 3,Supermarket Type3,3511.4292,Medium
